time,id,celsius,farenh
9/12/16 15:56,28 94 E9 3 0 0 80 5E,14.75,58.55
9/12/16 15:56,28 2C9 3 0 0 80 84,14.69,58.44
9/12/16 15:56,28 CA DE 3 0 0 80 B6,15.25,59.45
9/12/16 15:56,28 23 DE 3 0 0 80 9,14.81,58.66
9/12/16 15:56,28 7B DF 3 0 0 80 4B,14.63,58.32
9/12/16 15:56,28F 6E CF 43 16 3 29,14.44,57.99
9/12/16 15:59,28 94 E9 3 0 0 80 5E,14.56,58.21
9/12/16 15:59,28 2C9 3 0 0 80 84,14.44,57.99
9/12/16 15:59,28 CA DE 3 0 0 80 B6,14.5,58.1
9/12/16 15:59,28 23 DE 3 0 0 80 9,14.63,58.32
9/12/16 15:59,28 7B DF 3 0 0 80 4B,14.44,57.99
9/12/16 15:59,28F 6E CF 43 16 3 29,14.31,57.76
9/12/16 16:01,28 94 E9 3 0 0 80 5E,14.63,58.32
9/12/16 16:01,28 2C9 3 0 0 80 84,14.5,58.1
9/12/16 16:01,28 CA DE 3 0 0 80 B6,14.5,58.1
9/12/16 16:01,28 23 DE 3 0 0 80 9,14.75,58.55
9/12/16 16:01,28 7B DF 3 0 0 80 4B,14.44,57.99
9/12/16 16:01,28F 6E CF 43 16 3 29,14.38,57.88
9/12/16 16:03,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 16:03,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 16:03,28 CA DE 3 0 0 80 B6,14.25,57.65
9/12/16 16:03,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:03,28 7B DF 3 0 0 80 4B,14.31,57.76
9/12/16 16:03,28F 6E CF 43 16 3 29,14.19,57.54
9/12/16 16:05,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:05,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:05,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 16:06,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:06,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:06,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:08,28 94 E9 3 0 0 80 5E,14.5,58.1
9/12/16 16:08,28 2C9 3 0 0 80 84,14.38,57.88
9/12/16 16:08,28 CA DE 3 0 0 80 B6,14.31,57.76
9/12/16 16:08,28 23 DE 3 0 0 80 9,14.5,58.1
9/12/16 16:08,28 7B DF 3 0 0 80 4B,14.31,57.76
9/12/16 16:08,28F 6E CF 43 16 3 29,14.25,57.65
9/12/16 16:10,28 94 E9 3 0 0 80 5E,14.44,57.99
9/12/16 16:10,28 2C9 3 0 0 80 84,14.44,57.99
9/12/16 16:10,28 CA DE 3 0 0 80 B6,14.38,57.88
9/12/16 16:10,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:10,28 7B DF 3 0 0 80 4B,14.31,57.76
9/12/16 16:10,28F 6E CF 43 16 3 29,14.25,57.65
9/12/16 16:12,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:12,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:12,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 16:12,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:12,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 16:13,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:15,28 94 E9 3 0 0 80 5E,13.94,57.09
9/12/16 16:15,28 2C9 3 0 0 80 84,13.94,57.09
9/12/16 16:15,28 CA DE 3 0 0 80 B6,13.88,56.97
9/12/16 16:15,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 16:15,28 7B DF 3 0 0 80 4B,13.88,56.97
9/12/16 16:15,28F 6E CF 43 16 3 29,13.75,56.75
9/12/16 16:17,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 16:17,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 16:17,28 CA DE 3 0 0 80 B6,13.94,57.09
9/12/16 16:17,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 16:17,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 16:17,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 16:19,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 16:19,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:19,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 16:19,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 16:19,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 16:19,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:21,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:22,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 16:22,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 16:22,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 16:22,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:22,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 16:24,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:24,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:24,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 16:24,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:24,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:24,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:26,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 16:26,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 16:26,28 CA DE 3 0 0 80 B6,14.25,57.65
9/12/16 16:26,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:26,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 16:26,28F 6E CF 43 16 3 29,14.13,57.43
9/12/16 16:28,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 16:28,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:28,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 16:29,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 16:29,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 16:29,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:31,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 16:31,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 16:31,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 16:31,28 23 DE 3 0 0 80 9,14.38,57.88
9/12/16 16:31,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 16:31,28F 6E CF 43 16 3 29,14.13,57.43
9/12/16 16:33,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 16:33,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:33,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 16:33,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:33,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:33,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:35,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:35,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 16:35,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 16:35,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 16:35,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:35,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:38,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 16:38,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 16:38,28 CA DE 3 0 0 80 B6,14.25,57.65
9/12/16 16:38,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:38,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 16:38,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 16:40,28 94 E9 3 0 0 80 5E,14.44,57.99
9/12/16 16:40,28 2C9 3 0 0 80 84,14.38,57.88
9/12/16 16:40,28 CA DE 3 0 0 80 B6,14.31,57.76
9/12/16 16:40,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:40,28 7B DF 3 0 0 80 4B,14.31,57.76
9/12/16 16:40,28F 6E CF 43 16 3 29,14.19,57.54
9/12/16 16:42,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 16:42,28 2C9 3 0 0 80 84,14.38,57.88
9/12/16 16:42,28 CA DE 3 0 0 80 B6,14.31,57.76
9/12/16 16:42,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 16:42,28 7B DF 3 0 0 80 4B,14.31,57.76
9/12/16 16:42,28F 6E CF 43 16 3 29,14.19,57.54
9/12/16 16:44,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 16:44,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:45,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 16:45,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:45,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:45,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:47,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 16:47,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:47,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 16:47,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 16:47,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 16:47,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:49,28 94 E9 3 0 0 80 5E,14.31,57.76
9/12/16 16:49,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 16:49,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 16:49,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 16:49,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 16:49,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 16:51,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 16:51,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 16:51,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 16:51,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 16:52,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:52,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 16:54,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 16:54,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 16:54,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 16:54,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 16:54,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 16:54,28F 6E CF 43 16 3 29,14,57.2
9/12/16 16:56,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 16:56,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 16:56,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 16:56,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 16:56,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 16:56,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 16:58,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 16:58,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 16:58,28 CA DE 3 0 0 80 B6,13.94,57.09
9/12/16 16:58,28 23 DE 3 0 0 80 9,14.06,57.31
9/12/16 16:58,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 16:58,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 17:00,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 17:01,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 17:01,28 CA DE 3 0 0 80 B6,13.94,57.09
9/12/16 17:01,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 17:01,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 17:01,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 17:03,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 17:03,28 2C9 3 0 0 80 84,14,57.2
9/12/16 17:03,28 CA DE 3 0 0 80 B6,13.88,56.97
9/12/16 17:03,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 17:03,28 7B DF 3 0 0 80 4B,13.94,57.09
9/12/16 17:03,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 17:05,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 17:05,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 17:05,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 17:05,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 17:05,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 17:05,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 17:07,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 17:07,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 17:07,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 17:08,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 17:08,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 17:08,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 17:10,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:10,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:10,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 17:10,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:10,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:10,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:12,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:12,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 17:12,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 17:12,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 17:12,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 17:12,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 17:14,28 94 E9 3 0 0 80 5E,14.31,57.76
9/12/16 17:14,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:14,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:14,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 17:14,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:15,28F 6E CF 43 16 3 29,14.13,57.43
9/12/16 17:17,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:17,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:17,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:17,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:17,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:17,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:19,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:19,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:19,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 17:19,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:19,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:19,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:21,28 94 E9 3 0 0 80 5E,14.38,57.88
9/12/16 17:21,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 17:21,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:21,28 23 DE 3 0 0 80 9,14.38,57.88
9/12/16 17:21,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 17:21,28F 6E CF 43 16 3 29,14.13,57.43
9/12/16 17:23,28 94 E9 3 0 0 80 5E,14.31,57.76
9/12/16 17:23,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:24,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:24,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 17:24,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:24,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:26,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:26,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 17:26,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 17:26,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 17:26,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:26,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 17:28,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:28,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:28,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:28,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:28,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:28,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:30,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:30,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:30,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:30,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:31,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:31,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:33,28 94 E9 3 0 0 80 5E,14.44,57.99
9/12/16 17:33,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 17:33,28 CA DE 3 0 0 80 B6,14.25,57.65
9/12/16 17:33,28 23 DE 3 0 0 80 9,14.44,57.99
9/12/16 17:33,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 17:33,28F 6E CF 43 16 3 29,14.19,57.54
9/12/16 17:35,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:35,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:35,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:35,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:35,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:35,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:37,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:37,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:37,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:37,28 23 DE 3 0 0 80 9,14.31,57.76
9/12/16 17:37,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:37,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:40,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 17:40,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:40,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:40,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:40,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:40,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:42,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 17:42,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 17:42,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 17:42,28 23 DE 3 0 0 80 9,14.06,57.31
9/12/16 17:42,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 17:42,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 17:44,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:44,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:44,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:44,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:44,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:44,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:46,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:46,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 17:46,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:47,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:47,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 17:47,28F 6E CF 43 16 3 29,14.13,57.43
9/12/16 17:49,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:49,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:49,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:49,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:49,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:49,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:51,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 17:51,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:51,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 17:51,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 17:51,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:51,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:53,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:53,28 2C9 3 0 0 80 84,14.31,57.76
9/12/16 17:53,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:53,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:53,28 7B DF 3 0 0 80 4B,14.25,57.65
9/12/16 17:54,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 17:56,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 17:56,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 17:56,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 17:56,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 17:56,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 17:56,28F 6E CF 43 16 3 29,14,57.2
9/12/16 17:58,28 94 E9 3 0 0 80 5E,14.25,57.65
9/12/16 17:58,28 2C9 3 0 0 80 84,14.25,57.65
9/12/16 17:58,28 CA DE 3 0 0 80 B6,14.19,57.54
9/12/16 17:58,28 23 DE 3 0 0 80 9,14.25,57.65
9/12/16 17:58,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 17:58,28F 6E CF 43 16 3 29,14.06,57.31
9/12/16 18:00,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 18:00,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 18:00,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 18:00,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 18:00,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 18:00,28F 6E CF 43 16 3 29,14,57.2
9/12/16 18:02,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 18:03,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 18:03,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 18:03,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 18:03,28 7B DF 3 0 0 80 4B,14.13,57.43
9/12/16 18:03,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 18:05,28 94 E9 3 0 0 80 5E,14.19,57.54
9/12/16 18:05,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 18:05,28 CA DE 3 0 0 80 B6,14.13,57.43
9/12/16 18:05,28 23 DE 3 0 0 80 9,14.19,57.54
9/12/16 18:05,28 7B DF 3 0 0 80 4B,14.19,57.54
9/12/16 18:05,28F 6E CF 43 16 3 29,14,57.2
9/12/16 18:07,28 94 E9 3 0 0 80 5E,14.13,57.43
9/12/16 18:07,28 2C9 3 0 0 80 84,14.19,57.54
9/12/16 18:07,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 18:07,28 23 DE 3 0 0 80 9,14.13,57.43
9/12/16 18:07,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 18:07,28F 6E CF 43 16 3 29,13.94,57.09
9/12/16 18:09,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 18:09,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:09,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:09,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 18:10,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 18:10,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 18:12,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 18:12,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 18:12,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:12,28 23 DE 3 0 0 80 9,14.06,57.31
9/12/16 18:12,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 18:12,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 18:14,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 18:14,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:14,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:14,28 23 DE 3 0 0 80 9,14.06,57.31
9/12/16 18:14,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 18:14,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 18:16,28 94 E9 3 0 0 80 5E,13.94,57.09
9/12/16 18:16,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:16,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:16,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 18:16,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 18:16,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 18:19,28 94 E9 3 0 0 80 5E,14.06,57.31
9/12/16 18:19,28 2C9 3 0 0 80 84,14.13,57.43
9/12/16 18:19,28 CA DE 3 0 0 80 B6,14.06,57.31
9/12/16 18:19,28 23 DE 3 0 0 80 9,14.06,57.31
9/12/16 18:19,28 7B DF 3 0 0 80 4B,14.06,57.31
9/12/16 18:19,28F 6E CF 43 16 3 29,13.88,56.97
9/12/16 18:21,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 18:21,28 2C9 3 0 0 80 84,14,57.2
9/12/16 18:21,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:21,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 18:21,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 18:21,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 18:23,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 18:23,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:23,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:23,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 18:23,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 18:23,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 18:25,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 18:25,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:26,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:26,28 23 DE 3 0 0 80 9,14,57.2
9/12/16 18:26,28 7B DF 3 0 0 80 4B,14,57.2
9/12/16 18:26,28F 6E CF 43 16 3 29,13.81,56.86
9/12/16 18:28,28 94 E9 3 0 0 80 5E,14,57.2
9/12/16 18:28,28 2C9 3 0 0 80 84,14.06,57.31
9/12/16 18:28,28 CA DE 3 0 0 80 B6,14,57.2
9/12/16 18:28,28 23 DE 3 0 0 80 9,14,57.2
